,username,description,location,text,hashtags
567,dave_root,Father of 2 Combat Veteran Sons. Grandfather of 5. Retired Army Master Sergeant. Disabled Vietnam Veteran. Cold War Era Veteran,"Kentucky, USA","Stand with Taiwan. 

https://t.co/f3t6lZYE80",[]
568,ryohitomi0,GY,,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
569,Chilhon2016Lap,Global citizen warrior training sites? will stop any convoy against doping. neo-GE2025project? tiking-putler-vasion? with russian-flu janus?,"Maryland, USA","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
570,GeorgeZ44231116,"The real patriots love your family and your people, defend truth ！Take down CCP， protect democracy, freedom and human rights!",United States,Skepticism on #squawkbox this morning. What do you think? #warwithoutrules https://t.co/EWf0RdeK5W,"['squawkbox', 'warwithoutrules']"
571,taiwanexit,Fighting false-flag🏴‍☠️ operations.,"Lienchiang County, Taiwan🇹🇼","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
572,DRAGONCHEN91,#StandWithUkraine Also I’m Canadian so yeah.,"Shilin District, Taiwan","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
573,RWWRWRRW,5201314 🌟👘🇭🇰🇭🇰 ⏱👜🥢🍜 #FollowbackHongKong,Hong Kong is Hong Kong,"Thank you for your concern, China. We’re eating perfectly fine in #Taiwan. https://t.co/fWB76qGOHb",['Taiwan']
574,TW_Palau,"Welcome to the Embassy of the ROC (Taiwan)
#TaiwanCanHelp🇹🇼 #OurOceanPalau🇵🇼",,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
575,Taiwan_Today,Sharing the latest news from around Taiwan. This account is managed by the ROC (Taiwan) Ministry of Foreign Affairs. #TaiwanCanHelp🇹🇼 #StandWithUkraine🇺🇦,Taipei City,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
576,TTuyll,,Barneveld,China is insulating its economy from sanctions for when it invades Taiwan: Retired Gen. Robert Spalding https://t.co/MhdKJdK38A,[]
577,guncelkalnet,Everything about life,Amerika Birleşik Devletleri,"US, Taiwan defy Beijing in ‘sensitive moment’ when pressures are mounting on China https://t.co/jyKCXnMJ3B",[]
578,slwirth,#CommonGood #SDGs #Science #Policy #Evaluation #Consulting #Fun @Harvard @HSGStGallen - https://t.co/gPJv9Lh02a - @StrategosCH ex @icrc,"Lausanne, Suisse","Important thread by @zhaot2005 on how elites in China view the Ukraine war and Taiwan. In short, it's not pretty: the war strengthens already strong beliefs that conflict with the West is inevitable and that China might need to take decisive action.
https://t.co/2NWNmoCdZd",[]
579,tekmankara,"Taipei Economic and Cultural Mission in Ankara
Türkiye Başkenti Ankara'da yerleşik Tayvan diplomatik temsilciliği'dir

#TaiwanInTurkey🇹🇼🇹🇷 #TaiwanCanHelp","Ankara, Turkey","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
580,Davidka35531613,"Whenever it’s come, i will be ready. /Just a friend. / Age 27 / A bisexual / HCM City",Vietnam,"@Jagdhaco Do not saying i’m fool. I do aware what is going on with China but like i said before what is happening in Ukraine, China stepped back from invading Taiwan.",[]
581,kavinnash11,"My views, which is for young India. 🇮🇳💪☮️",,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
582,0xBlackcat,Opinions here my own.  Hacker. exploit resources: https://t.co/PrTUhqJPx2 #StandWithUkraine he/him,,@RainbowComrade2 @AtheistsRead @95Smokey @IT_Coaster_Guy @leninenjoyer17 @chenweihua @ProSyn @AbeShinzo Except at this point China is using it's massive influence and military to coerce Taiwan into being taken over by mainland China just like they did to Hong Kong. Taiwan (at least the government) doesn't want that. China is in the wrong.,[]
583,Taiwan_Review,Taiwan Review is a bimonthly magazine first published in 1951. This account is managed by the ROC (Taiwan) Ministry of Foreign Affairs.,Taiwan,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
584,viriyabot,Retweet #China  //  #BOT  //  Retweets aren't endorsements,Internet,Skepticism on #squawkbox this morning. What do you think? #warwithoutrules https://t.co/EWf0RdeK5W,"['squawkbox', 'warwithoutrules']"
585,Leolovetian,Electronics  radio network security engineer.,Brussels,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
586,grumman600,"The E-2 Hawkeye is the Navy's all-weather, carrier-based tactical battle management airborne early warning, command and control aircraft.","Semper Vigilate, Semper Parati","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
587,mwopus,"This wave of consciousness, coming unintentionally, having a conscious presence, interestingly leaving.",Taipei,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
588,TheJayCalledLee,Modern Tokyo Times owner & articles on several international e-journals ... connected to several ministries  https://t.co/wCJHiRxLRD,Tokyo,"China War With U.S. on the Horizon, Chief Propagandist Says - US and using nations to destabilize … military debacles and failed states in recent times is a mirror of opioid crisis to race baiting … divisions and chaos  https://t.co/vRI8yUwMLs",[]
589,yin_hker,“自己香港自己救”#StandwithHongKong #fightforfreedom #手足互科 #科勞手足 #hkpolicebrutality #HKIndependence #followbackhongkong,Hong Kong,"Thank you for your concern, China. We’re eating perfectly fine in #Taiwan. https://t.co/fWB76qGOHb",['Taiwan']
590,hydrangees,age in bio byf + minors DNI | 25+ | otome & joseimuke 💞| priv: @talesofnike,jumin's penthouse,"As efforts began to save Cantonese at Stanford, the language remained under threat worldwide.

It is being swamped by Mandarin, the official language of more than 1 billion people in China and Taiwan — as different from Cantonese as Spanish is from French.
https://t.co/4MggJV8Zwi https://t.co/sZnWg2TQgC",[]
591,Sabeliciousa52,,"England, United Kingdom","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
592,deltacrook,,United States,@GeorgePapa19 Taiwan says China's military threats will encourage more U.S. support https://t.co/6PQ1SigkJ0,[]
593,dou_cathy,吃瓜群众,,"@DaveTrouba @TedRCooper @TheEconomist One last word, there is no way for China and chinese to give up Taiwan, Peaceful reunification or fight to reunify, China has great patience not to fire, It is the Murican cannot wait to fire. USA always gets richer and stronger from the wars USA desperately needs one now",[]
594,v8EcFfxndBsWcPu,,,Skepticism on #squawkbox this morning. What do you think? #warwithoutrules https://t.co/EWf0RdeK5W,"['squawkbox', 'warwithoutrules']"
595,TaiwanInSweden,Representative office of the Republic of China (Taiwan) in Sweden. Responsible for maintaining & promoting bilateral relations between Taiwan & Sweden. 駐瑞典台北代表團,"Stockholm, Sweden","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
596,Edwin_Hsiao,Edwin Hsiao is a former worker of @Taiwan_Today.,Taipei,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
597,PakNeedLoyality,🇵🇰PAKISTAN 🇵🇰NEED🌟LOYALITY🇵🇰,🌍🗺️🌎Worldwide ,"#امپورٹڈ_حکومت_نامنظور 
US and China prepare to tackle dangerous scenarios over the Taiwan issue @TRTWorld https://t.co/RbIzT82Out",['امپورٹڈ_حکومت_نامنظور']
598,PhraAthit,,Berlin,"US, Taiwan defy Beijing in ‘sensitive moment’ when pressures are mounting on China 
#USA #Taiwan #China
https://t.co/ZKqGd6GFWC","['USA', 'Taiwan', 'China']"
599,TECO_PH,The Taipei Economic and Cultural Office in the Philippines is the representative office of the Republic of China (Taiwan) in the Philippines,"Makati, Philippines","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
600,JunoPanoptes,@GCHQ: @UN: @NATO: @NarendraModi: @KremlinRussia: @DI_Ukraine: @RoyalFamily: @RoyalNavy: @RoyalAirForce: @POTUS: @ODNIgov: @CIA: @GovernmentZA: 👁♄⚵ #GCHQ,Intelligence,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
601,mycountryeurope,"We are a nonprofit social media project. We provide information, analysis, memes and entertainment on European matters every day. Our goal? Making Europeans.",Europe,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
602,robert_spalding,“Politics is war without bloodshed while war is politics with bloodshed.” Mao Zedong,"Washington, DC",Skepticism on #squawkbox this morning. What do you think? #warwithoutrules https://t.co/EWf0RdeK5W,"['squawkbox', 'warwithoutrules']"
603,KmtEnemy,"A confident country is able to look hard at its own shortcomings and constantly seeks to improve- Sullivan
 ------------------------------

不互fo的鎖推號一律封鎖","台北市, 台灣","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
